ano,id_municipio,id_municipio_nome,sigla_uf,sigla_uf_nome,populacao_atendida_agua,populacao_urbana_residente_esgoto,extensao_rede_esgoto,volume_agua_tratada_eta,volume_agua_tratada_importado,quantidade_empregado,despesa_agua_importada,despesa_fiscal_nao_computada,despesa_divida_variacao,investimento_agua_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,natureza_juridica
2019,1400308,MucajaÃ­,RR,Roraima,11927,,,478.17,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2012,1302900,MauÃ©s,AM,Amazonas,26295,,,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2013,1400233,Caroebe,RR,Roraima,4194,,,933.12,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2011,1200435,Santa Rosa do Purus,AC,Acre,1828,,,520.16,0.0,0,0.0,0.0,0.0,164535.96,59475.14,105060.82,Autarquia | Administração pública direta
2005,1400209,CaracaraÃ­,RR,Roraima,12289,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2022,1301001,Carauari,AM,Amazonas,15634,,,0.0,0.0,22,0.0,0.0,0.0,19140.0,0.0,0.0,Sociedade de economia mista com administração pública
2019,1200203,Cruzeiro do Sul,AC,Acre,46162,,,4785.13,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2017,1200328,JordÃ£o,AC,Acre,3451,,,317.94,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1200500,Sena Madureira,AC,Acre,15760,,,1798.36,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1303403,Parintins,AM,Amazonas,111000,,,1000.0,7082.95,84,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1200013,AcrelÃ¢ndia,AC,Acre,4858,,,903.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1200609,TarauacÃ¡,AC,Acre,13782,,,2313.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2014,1400027,Amajari,RR,Roraima,2460,,,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2010,1400175,CantÃ¡,RR,Roraima,6543,,,0.0,0.0,9,0.0,0.0,0.0,159124.21,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2008,1400282,Iracema,RR,Roraima,5571,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2011,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,4798,,,223.22,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2006,1200179,Capixaba,AC,Acre,3335,,,345.6,0.0,11,0.0,0.0,0.0,17609.35,0.0,17609.35,Autarquia | Administração pública direta
2005,1303957,SÃ£o SebastiÃ£o do UatumÃ£,AM,Amazonas,8720,5763,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2005,1400308,MucajaÃ­,RR,Roraima,8464,,,401.1,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2021,1200054,Assis Brasil,AC,Acre,5288,,,946.8,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2020,1200302,FeijÃ³,AC,Acre,6714,,,991.3,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1200708,Xapuri,AC,Acre,10339,,,2365.2,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1303007,NhamundÃ¡,AM,Amazonas,12000,,,0.0,0.0,10,0.0,0.0,0.0,,,,Sociedade de economia mista com administração pública | Administração pública direta
2017,1400159,Bonfim,RR,Roraima,6169,,,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2014,1200013,AcrelÃ¢ndia,AC,Acre,4101,,,696.53,0.0,4,0.0,0.0,0.0,19159.09,0.0,15750.0,Autarquia | Administração pública direta
2015,1200179,Capixaba,AC,Acre,3837,,,566.8,0.0,5,0.0,,0.0,0.0,,,Autarquia | Administração pública direta
2014,1304062,Tabatinga,AM,Amazonas,14988,,,4657.82,0.0,26,0.0,0.0,0.0,15266.3,0.0,767.94,Sociedade de economia mista com administração pública | Administração pública direta
2013,1400605,SÃ£o Luiz,RR,Roraima,5828,,,796.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2007,1302900,MauÃ©s,AM,Amazonas,29752,,,0.0,0.0,16,0.0,614.11,0.0,18072.88,0.0,0.0,Autarquia | Administração pública direta
2008,1400209,CaracaraÃ­,RR,Roraima,12556,,,0.0,0.0,10,0.0,0.0,0.0,165612.28,0.0,165612.28,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2005,1301902,Itacoatiara,AM,Amazonas,80000,,,0.0,0.0,32,0.0,0.0,0.0,128356.1,0.0,0.0,Autarquia | Administração pública direta
2004,1400050,Alto Alegre,RR,Roraima,7793,,,188.6,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2003,1400175,CantÃ¡,RR,Roraima,6037,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2002,1400209,CaracaraÃ­,RR,Roraima,10518,,,0.0,0.0,8,0.0,0.0,0.0,14639.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2018,1200336,MÃ¢ncio Lima,AC,Acre,11968,,,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta | Administração pública direta
2017,1300060,AmaturÃ¡,AM,Amazonas,5890,,,0.0,0.0,10,0.0,0.0,0.0,0.0,,,Administração pública direta
2019,1400027,Amajari,RR,Roraima,2921,,,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2018,1400027,Amajari,RR,Roraima,2870,,,0.0,0.0,7,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2018,1400159,Bonfim,RR,Roraima,6420,,,0.0,0.0,10,0.0,,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2013,1200344,Manoel Urbano,AC,Acre,5153,,,798.03,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1303403,Parintins,AM,Amazonas,112716,,,1000.0,7001.95,73,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2015,1400472,RorainÃ³polis,RR,Roraima,13710,,,1261.44,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2010,1200179,Capixaba,AC,Acre,3047,,,632.45,0.0,11,0.0,0.0,0.0,243156.86,312871.84,110734.34,Autarquia | Administração pública direta
2007,1400050,Alto Alegre,RR,Roraima,7233,,,235.97,0.0,7,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2009,1400456,Pacaraima,RR,Roraima,4174,,,433.88,0.0,7,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2005,1302900,MauÃ©s,AM,Amazonas,25903,,,0.0,0.0,15,0.0,38873.94,0.0,105547.0,0.0,0.0,Autarquia | Administração pública direta
2005,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,4097,,,166.2,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2022,1303569,Rio Preto da Eva,AM,Amazonas,21542,,,2.0,0.0,5,0.0,3210.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2022,1400050,Alto Alegre,RR,Roraima,8242,,,700.05,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2019,1200609,TarauacÃ¡,AC,Acre,15014,,,2433.01,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1300300,Autazes,AM,Amazonas,10860,,,1427.63,0.0,17,0.0,0.0,0.0,37387.44,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2019,1400456,Pacaraima,RR,Roraima,7529,,,936.1,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2013,1200179,Capixaba,AC,Acre,3594,,,548.13,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2013,1400456,Pacaraima,RR,Roraima,4794,,,1088.64,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2009,1400605,SÃ£o Luiz,RR,Roraima,4700,,,134.8,0.0,9,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2007,1400704,UiramutÃ£,RR,Roraima,3323,,,0.0,0.0,1,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2003,1300680,Boa Vista do Ramos,AM,Amazonas,10304,,,0.0,0.0,3,,,,,,,Autarquia | Administração pública direta
2003,1303403,Parintins,AM,Amazonas,61918,,,0.0,0.0,55,0.0,0.0,0.0,21245.13,0.0,0.0,Autarquia | Administração pública direta
2003,1400027,Amajari,RR,Roraima,1927,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2022,1304260,Uarini,AM,Amazonas,14000,,,100.6,90.0,5,1.0,2000.0,1500.0,,,,Administração pública direta
2021,1200179,Capixaba,AC,Acre,4420,,,946.8,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1200385,PlÃ¡cido de Castro,AC,Acre,7996,,,788.33,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1200435,Santa Rosa do Purus,AC,Acre,3477,,,344.42,0.0,11,0.0,0.0,0.0,5640.0,0.0,0.0,Autarquia | Administração pública direta
2020,1200708,Xapuri,AC,Acre,10207,,,1181.96,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2014,1200179,Capixaba,AC,Acre,3740,,,564.57,0.0,5,0.0,0.0,0.0,19159.09,0.0,15750.0,Autarquia | Administração pública direta
2015,1302702,ManicorÃ©,AM,Amazonas,28500,,,560.7,213.11,26,0.0,81030.0,0.0,,,,Administração pública direta | Administração pública direta
2015,1400050,Alto Alegre,RR,Roraima,6056,,,1151.94,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2016,1400027,Amajari,RR,Roraima,2635,,,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2008,1400175,CantÃ¡,RR,Roraima,7886,,,0.0,0.0,9,0.0,0.0,0.0,493201.57,0.0,493201.57,Sociedade de economia mista com administração pública | Administração pública direta
2006,1300680,Boa Vista do Ramos,AM,Amazonas,7866,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2002,1400308,MucajaÃ­,RR,Roraima,7654,,,395.0,0.0,10,0.0,0.0,0.0,180.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2002,1400407,Normandia,RR,Roraima,2920,,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2001,1400209,CaracaraÃ­,RR,Roraima,10195,,,0.0,0.0,7,0.0,0.0,,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2017,1200609,TarauacÃ¡,AC,Acre,14939,,,2344.04,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1300607,Benjamin Constant,AM,Amazonas,17054,,,2407.81,0.0,25,0.0,0.0,0.0,19290.87,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2014,1301001,Carauari,AM,Amazonas,22507,,,0.0,0.0,19,0.0,0.0,0.0,44812.33,0.0,767.94,Sociedade de economia mista com administração pública
2012,1301001,Carauari,AM,Amazonas,18349,,,0.0,0.0,12,0.0,,0.0,224344.61,0.0,197875.61,Sociedade de economia mista com administração pública
2013,1400159,Bonfim,RR,Roraima,5727,,,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2013,1400308,MucajaÃ­,RR,Roraima,10440,,,972.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2013,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,5066,,,808.7,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2010,1200138,Bujari,AC,Acre,3240,,,530.72,0.0,19,0.0,0.0,0.0,306901.67,541118.44,93661.18,Autarquia | Administração pública direta
2011,1200708,Xapuri,AC,Acre,8379,,,1030.68,0.0,11,0.0,0.0,0.0,43485.26,43485.26,0.0,Autarquia | Administração pública direta
2007,1400233,Caroebe,RR,Roraima,3261,,,294.0,0.0,8,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2009,1400472,RorainÃ³polis,RR,Roraima,14657,,,0.0,0.0,8,0.0,,0.0,160353.0,0.0,160353.0,Sociedade de economia mista com administração pública | Administração pública direta
2002,1303957,SÃ£o SebastiÃ£o do UatumÃ£,AM,Amazonas,7980,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2004,1400027,Amajari,RR,Roraima,2018,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2003,1400233,Caroebe,RR,Roraima,2505,,,130.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2003,1400605,SÃ£o Luiz,RR,Roraima,4628,,,107.8,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2018,1200708,Xapuri,AC,Acre,9900,,,1136.05,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1304062,Tabatinga,AM,Amazonas,20678,,,3981.81,0.0,29,0.0,0.0,0.0,11058.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2018,1400233,Caroebe,RR,Roraima,4870,,,1704.78,0.0,13,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1400472,RorainÃ³polis,RR,Roraima,15214,,,1454.5,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2016,1200179,Capixaba,AC,Acre,3972,,,576.14,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1200393,Porto Walter,AC,Acre,4021,,,280.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2012,1300300,Autazes,AM,Amazonas,7052,,,1238.36,1238.36,12,0.0,,0.0,11192.72,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2016,1300607,Benjamin Constant,AM,Amazonas,17506,,,2112.37,0.0,23,0.0,0.0,0.0,39083.52,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2012,1304203,TefÃ©,AM,Amazonas,42000,,,4633.38,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1400308,MucajaÃ­,RR,Roraima,11072,,,537.33,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2009,1302900,MauÃ©s,AM,Amazonas,27556,,,,0.0,16,,,,,,,Autarquia | Administração pública direta
2010,1400407,Normandia,RR,Roraima,2242,,,0.0,0.0,4,0.0,0.0,0.0,68571.19,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2005,1300680,Boa Vista do Ramos,AM,Amazonas,7374,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1200252,EpitaciolÃ¢ndia,AC,Acre,11392,,,2176.88,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,5786,,,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2013,1200252,EpitaciolÃ¢ndia,AC,Acre,9619,,,1726.41,0.0,8,0.0,0.0,0.0,23537.33,0.0,0.0,Autarquia | Administração pública direta
2012,1200807,Porto Acre,AC,Acre,3530,,,262.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2015,1200435,Santa Rosa do Purus,AC,Acre,2495,,,335.08,0.0,1,0.0,,0.0,0.0,,,Autarquia | Administração pública direta
2014,1200435,Santa Rosa do Purus,AC,Acre,2330,,,329.6,0.0,1,0.0,0.0,0.0,19499.33,0.0,15750.0,Autarquia | Administração pública direta
2016,1200450,Senador Guiomard,AC,Acre,7915,,,684.41,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2014,1400456,Pacaraima,RR,Roraima,4897,,,424.57,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2014,1400472,RorainÃ³polis,RR,Roraima,13422,,,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2008,1400027,Amajari,RR,Roraima,2463,,,0.0,0.0,3,0.0,0.0,0.0,356615.37,0.0,356615.37,Sociedade de economia mista com administração pública | Administração pública direta
2009,1400407,Normandia,RR,Roraima,2097,,,0.0,0.0,3,0.0,,0.0,140449.0,0.0,140449.0,Sociedade de economia mista com administração pública | Administração pública direta
2010,1400605,SÃ£o Luiz,RR,Roraima,5456,,,134.8,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2005,1400456,Pacaraima,RR,Roraima,5501,,,249.9,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2005,1400472,RorainÃ³polis,RR,Roraima,13194,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2001,1400308,MucajaÃ­,RR,Roraima,7627,,,450.0,0.0,10,0.0,0.0,,66272.82,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2022,1200328,JordÃ£o,AC,Acre,3222,,,735.84,0.0,9,0.0,0.0,0.0,1618.47,0.0,0.0,Autarquia | Administração pública direta
2022,1400407,Normandia,RR,Roraima,4542,,,173.71,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2020,1200013,AcrelÃ¢ndia,AC,Acre,5198,,,956.85,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2017,1200302,FeijÃ³,AC,Acre,6664,,,936.32,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1200336,MÃ¢ncio Lima,AC,Acre,12094,,,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta | Administração pública direta
2011,1200302,FeijÃ³,AC,Acre,4492,,,1335.4,0.0,6,0.0,0.0,0.0,10536.59,10536.59,0.0,Autarquia | Administração pública direta
2009,1301902,Itacoatiara,AM,Amazonas,89440,,,0.0,0.0,42,0.0,0.0,0.0,87178.0,100585.0,0.0,Autarquia | Administração pública direta
2010,1400308,MucajaÃ­,RR,Roraima,9532,,,753.66,0.0,9,0.0,0.0,0.0,392410.02,0.0,61302.92,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2008,1400605,SÃ£o Luiz,RR,Roraima,4664,,,134.8,0.0,8,0.0,0.0,0.0,175330.88,0.0,175330.88,Sociedade de economia mista com administração pública | Administração pública direta
2018,1200013,AcrelÃ¢ndia,AC,Acre,5310,,,919.68,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1200203,Cruzeiro do Sul,AC,Acre,45784,,,4691.3,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1200344,Manoel Urbano,AC,Acre,6853,,,862.65,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2017,1200427,Rodrigues Alves,AC,Acre,5822,,,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2017,1303205,Novo AirÃ£o,AM,Amazonas,14586,,,167.14,0.0,16,0.0,3211.45,0.0,,,,Administração pública direta | Administração pública direta
2019,1400233,Caroebe,RR,Roraima,4960,,,1738.88,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1400308,MucajaÃ­,RR,Roraima,11248,,,535.2,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2017,1400407,Normandia,RR,Roraima,3459,,,144.16,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2013,1200393,Porto Walter,AC,Acre,3797,,,135.35,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2014,1200609,TarauacÃ¡,AC,Acre,10918,,,1314.98,0.0,4,0.0,0.0,0.0,19159.09,0.0,15750.0,Autarquia | Administração pública direta
2014,1400605,SÃ£o Luiz,RR,Roraima,5882,,,877.6,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2007,1400209,CaracaraÃ­,RR,Roraima,12106,,,0.0,0.0,8,0.0,,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2008,1400233,Caroebe,RR,Roraima,3380,,,294.0,0.0,8,0.0,0.0,0.0,98199.5,0.0,98199.5,Sociedade de economia mista com administração pública | Administração pública direta
2002,1300680,Boa Vista do Ramos,AM,Amazonas,9000,,,,,3,,,,,,,Autarquia | Administração pública direta
2004,1400233,Caroebe,RR,Roraima,2581,,,130.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2003,1400472,RorainÃ³polis,RR,Roraima,11530,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1200807,Porto Acre,AC,Acre,4096,,,402.89,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1303957,SÃ£o SebastiÃ£o do UatumÃ£,AM,Amazonas,13685,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1400282,Iracema,RR,Roraima,6034,,,0.0,0.0,6,0.0,,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2018,1400308,MucajaÃ­,RR,Roraima,11731,,,535.2,0.0,14,0.0,,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2018,1400407,Normandia,RR,Roraima,3645,,,144.16,0.0,8,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2015,1200427,Rodrigues Alves,AC,Acre,5368,,,229.1,0.0,1,0.0,,0.0,0.0,,,Autarquia | Administração pública direta
2014,1200500,Sena Madureira,AC,Acre,14359,,,1338.39,0.0,4,0.0,0.0,0.0,19159.09,0.0,15750.0,Autarquia | Administração pública direta
2013,1400175,CantÃ¡,RR,Roraima,7578,,,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2012,1400282,Iracema,RR,Roraima,5559,,,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2012,1400472,RorainÃ³polis,RR,Roraima,15900,,,300.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2010,1400472,RorainÃ³polis,RR,Roraima,14506,,,0.0,0.0,12,0.0,0.0,0.0,94219.75,0.0,94219.75,Sociedade de economia mista com administração pública | Administração pública direta
2006,1400050,Alto Alegre,RR,Roraima,8267,,,330.0,0.0,3,0.0,0.0,0.0,37116.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2003,1400050,Alto Alegre,RR,Roraima,7486,,,181.5,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2022,1300904,Canutama,AM,Amazonas,13500,,,0.0,0.0,12,25000.0,0.0,0.0,,,,Administração pública direta | Administração pública direta
2022,1303205,Novo AirÃ£o,AM,Amazonas,15761,,,312.85,0.0,25,0.0,1025.55,0.0,,,,Administração pública direta | Administração pública direta
2022,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,5772,,,461.4,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2018,1200351,Marechal Thaumaturgo,AC,Acre,5114,,,330.26,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2020,1304401,Urucurituba,AM,Amazonas,18932,,,0.0,0.0,42,0.0,0.0,0.0,,,,Administração pública direta | Administração pública direta
2018,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,5486,,,0.0,0.0,9,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2015,1200344,Manoel Urbano,AC,Acre,5726,,,823.07,0.0,3,0.0,,0.0,0.0,,,Autarquia | Administração pública direta
2013,1302900,MauÃ©s,AM,Amazonas,26295,,,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2011,1400605,SÃ£o Luiz,RR,Roraima,5529,,,161.76,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2005,1400159,Bonfim,RR,Roraima,5584,,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2006,1400407,Normandia,RR,Roraima,3350,,,100.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2002,1400506,SÃ£o JoÃ£o da Baliza,RR,Roraima,3945,,,159.3,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2022,1301852,Iranduba,AM,Amazonas,35610,,,350.0,1240.0,33,1.0,10.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
