ano,id_municipio,id_municipio_nome,sigla_uf,sigla_uf_nome,populacao_atendida_agua,populacao_urbana_residente_esgoto,extensao_rede_esgoto,volume_agua_tratada_eta,volume_agua_tratada_importado,quantidade_empregado,despesa_agua_importada,despesa_fiscal_nao_computada,despesa_divida_variacao,investimento_agua_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,natureza_juridica
2022,1400282,Iracema,RR,Roraima,6176,,9.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2020,1200138,Bujari,AC,Acre,4887,4543,1.0,516.51,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1200385,PlÃ¡cido de Castro,AC,Acre,7664,11062,1.0,203.0,0.0,19,0.0,200.0,50.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2014,1200385,PlÃ¡cido de Castro,AC,Acre,7303,10847,1.0,767.33,0.0,10,0.0,200.0,50.0,19159.09,0.0,15750.0,Autarquia | Administração pública direta
2022,1303536,Presidente Figueiredo,AM,Amazonas,17000,,19.57,0.0,0.0,16,0.0,100.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2020,1400472,RorainÃ³polis,RR,Roraima,16520,13532,20.0,1525.63,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2014,1200138,Bujari,AC,Acre,3945,3999,1.0,480.09,0.0,17,0.0,0.0,0.0,19159.09,0.0,15750.0,Autarquia | Administração pública direta
2005,1400100,Boa Vista,RR,Roraima,233704,237989,207.1,11753.4,0.0,285,0.0,0.0,0.0,213509.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2014,1400209,CaracaraÃ­,RR,Roraima,14308,11849,54.09,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2004,1200401,Rio Branco,AC,Acre,160920,255829,132.0,21634.0,0.0,175,0.0,0.0,0.0,527152.25,0.0,1386164.33,Autarquia | Administração pública direta
2014,1200336,MÃ¢ncio Lima,AC,Acre,7823,9664,0.7,1384.9,0.0,6,0.0,1.0,1.0,32999.32,0.0,15750.0,Autarquia | Administração pública direta | Administração pública direta
2012,1200385,PlÃ¡cido de Castro,AC,Acre,7000,10610,6.0,716.1,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2003,1200401,Rio Branco,AC,Acre,188982,245521,118.6,21668.9,0.0,228,0.0,0.0,0.0,1314236.0,0.0,1314236.0,Autarquia | Administração pública direta
2022,1302900,MauÃ©s,AM,Amazonas,30249,,30.0,0.0,0.0,27,0.0,0.0,0.0,136960.0,136960.0,136960.0,Autarquia | Administração pública direta
2019,1400159,Bonfim,RR,Roraima,6458,4208,9.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2014,1302603,Manaus,AM,Amazonas,1695307,2010062,479.05,189041.0,43029.0,701,17488990.26,-9401807.6,665243.99,39317866.05,6778587.96,0.0,Empresa privada | Administração pública direta
2022,1400100,Boa Vista,RR,Roraima,398806,,979.43,26547.53,0.0,675,0.0,0.0,0.0,19215649.03,0.0,12344950.32,Sociedade de economia mista com administração pública | Administração pública direta
2018,1302603,Manaus,AM,Amazonas,1961458,2134570,550.51,187770.0,61039.0,613,31413263.41,16670623.44,3282624.29,19667110.56,133110000.0,0.0,Empresa privada | Administração pública direta
2016,1200401,Rio Branco,AC,Acre,205986,346208,533.47,31445.76,0.0,478,0.0,0.0,0.0,48710.0,0.0,,Autarquia | Administração pública direta
2015,1400100,Boa Vista,RR,Roraima,311874,313366,712.26,25185.54,0.0,439,0.0,0.0,0.0,1977470.23,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2011,1302603,Manaus,AM,Amazonas,1751350,1823137,420.45,178574.0,0.0,601,0.0,2323754.73,2674.4,29652000.0,3661784.83,0.0,Empresa privada | Administração pública direta
2007,1303536,Presidente Figueiredo,AM,Amazonas,10467,11580,22.12,0.0,0.0,14,72000.0,0.0,0.0,80196.68,0.0,0.0,Autarquia | Administração pública direta
2005,1200401,Rio Branco,AC,Acre,117592,273400,132.0,23135.0,0.0,239,0.0,0.0,0.0,1846047.48,0.0,1846047.48,Autarquia | Administração pública direta
2020,1400100,Boa Vista,RR,Roraima,410009,410037,979.43,27406.39,0.0,602,0.0,9209067.05,0.0,3066414.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2021,1400308,MucajaÃ­,RR,Roraima,12307,11164,17.8,487.93,0.0,21,0.0,0.0,0.0,308107.44,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2014,1400233,Caroebe,RR,Roraima,4285,3686,5.0,1130.98,0.0,14,0.0,3000.0,500.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1400100,Boa Vista,RR,Roraima,324494,324413,882.83,30064.54,0.0,518,0.0,0.0,0.0,1859003.6,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2016,1200138,Bujari,AC,Acre,4010,4143,0.5,490.74,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2013,1200328,JordÃ£o,AC,Acre,2587,2469,2.0,204.97,0.0,2,0.0,100.0,1000.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2008,1302603,Manaus,AM,Amazonas,1559223,1698875,396.48,156073.01,0.0,515,0.0,2031727.0,72088.0,86955362.0,68354000.0,0.0,Empresa privada | Administração pública direta
2021,1301001,Carauari,AM,Amazonas,21219,22000,20.0,0.0,0.0,25,0.0,5608.0,0.0,14745.39,0.0,0.0,Sociedade de economia mista com administração pública
2012,1200104,BrasilÃ©ia,AC,Acre,10479,14832,12.5,2382.25,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2012,1400100,Boa Vista,RR,Roraima,290195,290155,488.51,19524.25,0.0,343,0.0,0.0,0.0,3983470.32,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2008,1200401,Rio Branco,AC,Acre,131218,279482,120.27,27452.9,0.0,161,0.0,0.0,0.0,1255228.38,0.0,1372762.8,Autarquia | Administração pública direta
2007,1302603,Manaus,AM,Amazonas,1480030,1636837,367.44,155003.95,0.0,479,0.0,3391866.0,37138.0,52873346.0,23842750.0,0.0,Empresa privada | Administração pública direta
2019,1200401,Rio Branco,AC,Acre,221012,373994,548.34,32393.4,0.0,446,0.0,0.0,0.0,45226.85,0.0,0.0,Autarquia | Administração pública direta
2015,1200401,Rio Branco,AC,Acre,202308,340233,533.47,30832.12,0.0,302,0.0,0.0,0.0,0.0,,,Autarquia | Administração pública direta
2015,1304237,Tonantins,AM,Amazonas,9850,9628,40.0,0.0,0.0,14,0.0,4254.0,0.0,,,,Administração pública direta | Administração pública direta
2008,1303536,Presidente Figueiredo,AM,Amazonas,10467,12110,22.12,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2018,1200104,BrasilÃ©ia,AC,Acre,15487,17222,12.75,2656.98,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2020,1301001,Carauari,AM,Amazonas,28508,21838,20.0,0.0,0.0,26,0.0,5000.0,0.0,20539.44,0.0,0.0,Sociedade de economia mista com administração pública
2008,1400100,Boa Vista,RR,Roraima,252639,257069,207.2,9493.61,0.0,322,0.0,0.0,0.0,1002054.34,0.0,3086824.49,Sociedade de economia mista com administração pública | Administração pública direta
2014,1400100,Boa Vista,RR,Roraima,306220,307685,644.05,24263.07,0.0,442,0.0,0.0,0.0,3587968.04,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2011,1200401,Rio Branco,AC,Acre,308068,314294,231.0,32548.18,0.0,166,0.0,0.0,0.0,758367.27,0.0,0.0,Autarquia | Administração pública direta
2011,1400100,Boa Vista,RR,Roraima,284119,284080,334.38,20199.38,0.0,338,0.0,0.0,0.0,3051044.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2018,1400100,Boa Vista,RR,Roraima,366781,366774,948.21,29891.16,0.0,509,0.0,0.0,0.0,1834437.33,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2005,1302603,Manaus,AM,Amazonas,1410073,1634082,341.0,168459.0,0.0,505,0.0,0.0,0.0,21523545.0,7429858.0,0.0,Empresa privada | Administração pública direta
2004,1400100,Boa Vista,RR,Roraima,219662,232230,207.1,11548.4,0.0,308,0.0,0.0,0.0,148337.21,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2019,1301001,Carauari,AM,Amazonas,24902,21674,20.0,0.0,0.0,26,0.0,5000.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública
2020,1400159,Bonfim,RR,Roraima,6508,4258,9.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2018,1400209,CaracaraÃ­,RR,Roraima,15697,12787,51.41,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2019,1302603,Manaus,AM,Amazonas,2128266,2171700,579.11,181107.0,63002.0,998,33084109.51,49926214.42,3098747.68,111908466.4,88676752.61,0.0,Empresa privada | Administração pública direta
2016,1200104,BrasilÃ©ia,AC,Acre,13875,16198,12.75,2611.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2012,1303536,Presidente Figueiredo,AM,Amazonas,13708,13708,19.57,0.0,0.0,30,0.0,0.0,0.0,0.0,7700.8,0.0,Autarquia | Administração pública direta
2010,1200401,Rio Branco,AC,Acre,252931,308545,231.0,29300.66,0.0,166,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2009,1303536,Presidente Figueiredo,AM,Amazonas,12900,12494,20.0,0.0,0.0,25,0.0,0.0,0.0,0.0,7701.0,0.0,Autarquia | Administração pública direta
2018,1301001,Carauari,AM,Amazonas,20534,21507,20.0,0.0,0.0,24,0.0,4000.0,0.0,6841.56,0.0,0.0,Sociedade de economia mista com administração pública
2014,1200401,Rio Branco,AC,Acre,182738,334153,467.27,30831.71,0.0,142,0.0,0.0,0.0,242645.23,0.0,15750.0,Autarquia | Administração pública direta
2013,1400100,Boa Vista,RR,Roraima,301957,301916,579.57,21458.36,0.0,368,0.0,6610274.72,0.0,1858641.23,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2022,1302603,Manaus,AM,Amazonas,2053105,,816.14,181280.87,60473.93,1296,33026292.4,22860089.34,4189850.83,166591326.53,13413605.18,0.0,Empresa privada | Administração pública direta
2017,1303536,Presidente Figueiredo,AM,Amazonas,16124,16541,50.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2015,1200104,BrasilÃ©ia,AC,Acre,12950,15890,12.75,2560.0,0.0,15,0.0,0.0,0.0,0.0,,,Autarquia | Administração pública direta
2013,1303536,Presidente Figueiredo,AM,Amazonas,14820,14820,19.57,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2010,1302603,Manaus,AM,Amazonas,1730416,1792881,417.0,172106.0,0.0,640,0.0,2336887.39,0.0,13938728.0,0.0,0.0,Empresa privada | Administração pública direta
2006,1400100,Boa Vista,RR,Roraima,235382,245336,207.2,11069.0,0.0,292,0.0,0.0,0.0,1778688.02,0.0,692827.0,Sociedade de economia mista com administração pública | Administração pública direta
2020,1400308,MucajaÃ­,RR,Roraima,12120,10977,17.8,487.74,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2018,1400472,RorainÃ³polis,RR,Roraima,16388,12983,15.0,1454.5,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2014,1303536,Presidente Figueiredo,AM,Amazonas,15263,15263,19.57,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2016,1400209,CaracaraÃ­,RR,Roraima,14686,12178,15.41,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2018,1200401,Rio Branco,AC,Acre,211260,368334,546.27,31758.23,0.0,460,0.0,0.0,0.0,310145.75,0.0,0.0,Autarquia | Administração pública direta
2018,1400456,Pacaraima,RR,Roraima,6741,6741,1.0,919.62,0.0,9,0.0,1000.0,500.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2012,1302603,Manaus,AM,Amazonas,1816589,1852402,470.13,196655.0,0.0,596,0.0,6551.32,308900.67,32576644.53,12799856.56,0.0,Empresa privada | Administração pública direta
2016,1400159,Bonfim,RR,Roraima,6066,4016,9.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2022,1200401,Rio Branco,AC,Acre,195152,,594.36,31865.15,0.0,378,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1400209,CaracaraÃ­,RR,Roraima,16327,13423,51.41,0.0,0.0,31,0.0,0.0,0.0,12780.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2012,1200401,Rio Branco,AC,Acre,308545,319853,324.88,26272.13,0.0,166,0.0,0.0,0.0,3681.0,0.0,0.0,Autarquia | Administração pública direta
2021,1200385,PlÃ¡cido de Castro,AC,Acre,8764,12154,4.7,1419.12,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2009,1200401,Rio Branco,AC,Acre,165894,283706,212.0,28905.0,0.0,161,0.0,0.0,0.0,1897777.0,0.0,2107223.0,Autarquia | Administração pública direta
2009,1400100,Boa Vista,RR,Roraima,259008,262952,208.03,11565.85,0.0,311,0.0,,0.0,1020485.0,0.0,343350.0,Sociedade de economia mista com administração pública | Administração pública direta
2020,1200385,PlÃ¡cido de Castro,AC,Acre,8668,12039,4.7,820.19,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2020,1400209,CaracaraÃ­,RR,Roraima,16120,13214,51.41,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2022,1400159,Bonfim,RR,Roraima,6780,,29.75,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2000,1200401,Rio Branco,AC,Acre,152972,226298,108.0,25650.0,0.0,188,0.0,0.0,,2105670.16,0.0,12172761.81,Autarquia | Administração pública direta
2020,1400282,Iracema,RR,Roraima,6356,5766,8.2,0.0,0.0,14,0.0,60000.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2014,1200104,BrasilÃ©ia,AC,Acre,12699,15576,12.75,2552.67,0.0,14,0.0,0.0,0.0,32659.08,0.0,15750.0,Autarquia | Administração pública direta
2006,1302603,Manaus,AM,Amazonas,1415768,1677634,341.0,171714.1,0.0,435,0.0,0.0,0.0,11667898.0,1980754.0,0.0,Empresa privada | Administração pública direta
2003,1400100,Boa Vista,RR,Roraima,215499,217203,207.1,11861.9,0.0,336,0.0,0.0,0.0,216513.0,0.0,317155.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1304237,Tonantins,AM,Amazonas,9850,9786,40.0,0.0,0.0,12,0.0,4254.0,0.0,,,,Administração pública direta | Administração pública direta
2017,1302603,Manaus,AM,Amazonas,1901375,2119467,529.2,180399.0,54383.0,800,27404557.23,7527747.38,1800364.33,26595807.16,49204743.03,0.0,Empresa privada | Administração pública direta
2020,1302900,MauÃ©s,AM,Amazonas,32164,32164,32.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1400209,CaracaraÃ­,RR,Roraima,15910,13002,51.41,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2022,1400209,CaracaraÃ­,RR,Roraima,16056,,51.41,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2020,1200401,Rio Branco,AC,Acre,219756,379594,550.82,33041.27,0.0,575,0.0,0.0,0.0,561853.06,0.0,0.0,Autarquia | Administração pública direta
2016,1303700,Santo AntÃ´nio do IÃ§Ã¡,AM,Amazonas,4300,12364,8.0,1.0,100.0,2,0.0,300.0,0.0,,,,Administração pública direta
2015,1400209,CaracaraÃ­,RR,Roraima,14558,12015,15.41,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2002,1400100,Boa Vista,RR,Roraima,212852,210829,207.1,12169.1,0.0,352,0.0,0.0,0.0,4736061.0,0.0,12336436.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1200401,Rio Branco,AC,Acre,210612,352072,534.32,31208.95,0.0,481,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2017,1400209,CaracaraÃ­,RR,Roraima,14936,12339,15.41,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2013,1302603,Manaus,AM,Amazonas,1641405,1972131,478.16,200340.0,0.0,679,0.0,1738960.69,636488.75,65752000.0,10280800.0,0.0,Empresa privada | Administração pública direta
2019,1400100,Boa Vista,RR,Roraima,390054,390066,970.68,29947.3,0.0,561,0.0,16861438.79,0.0,1248000.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1200104,BrasilÃ©ia,AC,Acre,15172,16500,12.75,2611.03,0.0,26,0.0,0.0,0.0,15541.97,0.0,0.0,Autarquia | Administração pública direta
2010,1400100,Boa Vista,RR,Roraima,276411,277799,208.37,21129.41,0.0,321,0.0,0.0,0.0,1134978.45,0.0,202177.58,Sociedade de economia mista com administração pública | Administração pública direta
2017,1301001,Carauari,AM,Amazonas,21534,21707,20.0,0.0,0.0,23,0.0,2000.0,0.0,62271.57,0.0,0.0,Sociedade de economia mista com administração pública
2015,1302603,Manaus,AM,Amazonas,1757691,2047282,480.07,177592.0,55566.0,801,23105113.04,2689096.19,2049566.78,20443125.3,0.0,0.0,Empresa privada | Administração pública direta
2007,1200401,Rio Branco,AC,Acre,130838,269505,120.0,24990.0,0.0,234,0.0,0.0,0.0,6055789.73,0.0,6055789.73,Autarquia | Administração pública direta
2012,1200336,MÃ¢ncio Lima,AC,Acre,7444,9144,1.0,746.79,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta | Administração pública direta
2012,1304237,Tonantins,AM,Amazonas,6022,9022,3.03,6.0,0.0,5,0.0,0.0,0.0,,,,Administração pública direta | Administração pública direta
2014,1400159,Bonfim,RR,Roraima,5826,3945,7.0,0.0,0.0,12,0.0,265.0,289.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2020,1200328,JordÃ£o,AC,Acre,3516,2927,3.0,336.61,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1200401,Rio Branco,AC,Acre,254714,385134,550.82,50457.6,0.0,362,0.0,0.0,0.0,597104.55,0.0,0.0,Autarquia | Administração pública direta
2020,1303536,Presidente Figueiredo,AM,Amazonas,15698,17794,19.57,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1302603,Manaus,AM,Amazonas,2199581,2244470,805.0,180675.0,64286.0,1541,35211571.81,22597709.08,1578665.98,169310315.03,94183178.64,0.0,Empresa privada | Administração pública direta
2020,1302603,Manaus,AM,Amazonas,2164164,2208331,579.11,176484.0,67795.0,1679,37440203.76,89472187.44,1397006.04,111500697.09,45301838.59,,Empresa privada | Administração pública direta
2013,1200401,Rio Branco,AC,Acre,174915,327970,438.97,27060.3,0.0,145,0.0,0.0,0.0,1114477.68,567150.74,19530.0,Autarquia | Administração pública direta
2015,1200385,PlÃ¡cido de Castro,AC,Acre,7501,10955,1.0,767.7,0.0,10,0.0,200.0,50.0,0.0,,,Autarquia | Administração pública direta
2016,1400100,Boa Vista,RR,Roraima,319018,318940,794.93,29407.53,0.0,429,0.0,0.0,0.0,1456970.62,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2009,1302603,Manaus,AM,Amazonas,1674852,1728330,416.0,173154.0,0.0,653,0.0,1823140.0,129212.0,16787841.0,22904000.0,0.0,Empresa privada | Administração pública direta
2002,1302603,Manaus,AM,Amazonas,1203321,1479203,342.0,154382.0,0.0,499,0.0,0.0,0.0,23076000.0,28844000.0,0.0,Empresa privada | Administração pública direta
2001,1400100,Boa Vista,RR,Roraima,202668,204907,149.39,11493.59,0.0,330,0.0,0.0,,4360793.19,0.0,6374817.89,Sociedade de economia mista com administração pública | Administração pública direta
2016,1302603,Manaus,AM,Amazonas,1838706,2083776,524.41,173418.0,53168.0,810,23442530.29,-11848663.54,3363608.88,19010012.61,0.0,0.0,Empresa privada | Administração pública direta
2003,1302603,Manaus,AM,Amazonas,1373181,1517464,303.0,155076.0,0.0,486,0.0,0.0,0.0,16166597.0,0.0,0.0,Empresa privada | Administração pública direta
2022,1400308,MucajaÃ­,RR,Roraima,11946,,17.8,579.61,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2021,1200138,Bujari,AC,Acre,5688,4609,1.0,946.8,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2021,1400159,Bonfim,RR,Roraima,6557,4307,27.75,0.0,0.0,24,0.0,0.0,0.0,185353.72,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2015,1303536,Presidente Figueiredo,AM,Amazonas,15698,15698,19.57,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2020,1200336,MÃ¢ncio Lima,AC,Acre,12234,11112,47.41,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta | Administração pública direta
2021,1303536,Presidente Figueiredo,AM,Amazonas,16000,18225,19.57,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2013,1200104,BrasilÃ©ia,AC,Acre,11794,15257,12.75,2478.32,0.0,15,0.0,0.0,0.0,337441.03,0.0,111476.32,Autarquia | Administração pública direta
2002,1200401,Rio Branco,AC,Acre,183303,239426,118.6,23907.0,0.0,184,0.0,0.0,0.0,1615318.05,0.0,1386668.0,Autarquia | Administração pública direta
2004,1302603,Manaus,AM,Amazonas,1365512,1582284,303.0,170340.0,0.0,531,0.0,0.0,904055.0,19287710.0,479390.0,0.0,Empresa privada | Administração pública direta
2001,1200401,Rio Branco,AC,Acre,175425,233784,108.0,25059.0,0.0,190,0.0,0.0,,502301.69,,,Autarquia | Administração pública direta
2021,1400100,Boa Vista,RR,Roraima,426547,426588,979.43,22692.57,0.0,614,0.0,0.0,0.0,3729341.39,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2016,1304237,Tonantins,AM,Amazonas,9850,9708,40.0,0.0,0.0,14,0.0,4254.0,0.0,,,,Administração pública direta | Administração pública direta
2010,1303536,Presidente Figueiredo,AM,Amazonas,20999,13001,20.58,0.0,0.0,30,0.0,0.0,0.0,33521.0,0.0,0.0,Autarquia | Administração pública direta
2006,1200401,Rio Branco,AC,Acre,150633,280908,118.6,26443.0,0.0,162,0.0,0.0,0.0,2553155.82,0.0,2609024.6,Autarquia | Administração pública direta
2022,1200336,MÃ¢ncio Lima,AC,Acre,11830,,50.41,0.0,0.0,28,0.0,0.0,1000.0,7622.0,0.0,0.0,Autarquia | Administração pública direta | Administração pública direta
2021,1200336,MÃ¢ncio Lima,AC,Acre,11770,11303,50.41,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta | Administração pública direta
2007,1400100,Boa Vista,RR,Roraima,240708,246156,207.2,10004.27,0.0,330,0.0,,0.0,419564.84,0.0,300000.0,Sociedade de economia mista com administração pública | Administração pública direta
2017,1200054,Assis Brasil,AC,Acre,5040,,,635.24,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2017,1200138,Bujari,AC,Acre,4080,,,487.86,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2019,1400407,Normandia,RR,Roraima,3708,,,148.8,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2020,1400605,SÃ£o Luiz,RR,Roraima,6553,,,638.27,0.0,16,0.0,,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2016,1400282,Iracema,RR,Roraima,6388,,,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2011,1200328,JordÃ£o,AC,Acre,1897,,,126.4,0.0,2,0.0,0.0,0.0,235939.46,59475.14,176464.32,Autarquia | Administração pública direta
2011,1400159,Bonfim,RR,Roraima,5456,,,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2007,1400282,Iracema,RR,Roraima,5392,,,0.0,0.0,4,0.0,,0.0,0.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2006,1400605,SÃ£o Luiz,RR,Roraima,5148,,,180.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2021,1200328,JordÃ£o,AC,Acre,3222,,,630.72,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2013,1200054,Assis Brasil,AC,Acre,3255,,,605.77,0.0,1,0.0,0.0,0.0,769.95,0.0,0.0,Autarquia | Administração pública direta
2012,1200302,FeijÃ³,AC,Acre,4374,,,1335.4,0.0,7,0.0,0.0,0.0,229.0,0.0,0.0,Autarquia | Administração pública direta
2013,1200351,Marechal Thaumaturgo,AC,Acre,3325,,,310.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
2013,1200609,TarauacÃ¡,AC,Acre,10865,,,1276.68,0.0,8,0.0,0.0,0.0,1310.0,0.0,0.0,Autarquia | Administração pública direta
2011,1400175,CantÃ¡,RR,Roraima,7079,,,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2007,1400308,MucajaÃ­,RR,Roraima,8503,,,751.64,0.0,9,0.0,,0.0,150306.0,0.0,0.0,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta
2007,1400605,SÃ£o Luiz,RR,Roraima,4539,,,134.8,0.0,8,0.0,,0.0,437279.39,0.0,0.0,Sociedade de economia mista com administração pública | Administração pública direta
2000,1300680,Boa Vista do Ramos,AM,Amazonas,7270,,,,,3,0.0,0.0,,,,,Autarquia | Administração pública direta
2017,1200351,Marechal Thaumaturgo,AC,Acre,5171,,,324.55,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,Autarquia | Administração pública direta
